email,firstName,lastName,teamId
jeffrey.barnes@tak.nz,Jeffrey,Barnes,5850
shirley.patterson@tak.nz,Shirley,Patterson,5851
stephen.moreno@tak.nz,Stephen,Moreno,5852
emma.ellis@tak.nz,Emma,Ellis,5853
gregory.harrison@tak.nz,Gregory,Harrison,5854
carolyn.simpson@tak.nz,Carolyn,Simpson,5855
jerry.pedersen@tak.nz,Jerry,Pedersen,5856
julie.ferguson@tak.nz,Julie,Ferguson,5857
zachary.marsh@tak.nz,Zachary,Marsh,5858
joan.boyd@tak.nz,Joan,Boyd,5859
jeremy.palmer@tak.nz,Jeremy,Palmer,5860
jacqueline.burton@tak.nz,Jacqueline,Burton,5861
gerald.radley@tak.nz,Gerald,Radley,5862
julia.smith@tak.nz,Julia,Smith,5863
jesse.davis@tak.nz,Jesse,Davis,5864
marilyn.anderson@tak.nz,Marilyn,Anderson,5865
alan.perez@tak.nz,Alan,Perez,5866
natalie.lewis@tak.nz,Natalie,Lewis,5867
vincent.scott@tak.nz,Vincent,Scott,5868
doris.nelson@tak.nz,Doris,Nelson,5869
philip.roberts@tak.nz,Philip,Roberts,5870
chloe.cruz@tak.nz,Chloe,Cruz,5871
craig.murphy@tak.nz,Craig,Murphy,5872
ellie.peterson@tak.nz,Ellie,Peterson,5873
robert.cox@tak.nz,Robert,Cox,5874
barbara.james@tak.nz,Barbara,James,5875
charles.alvarez@tak.nz,Charles,Alvarez,5876
margaret.foster@tak.nz,Margaret,Foster,5877
steven.bell@tak.nz,Steven,Bell,5878
michelle.vasquez@tak.nz,Michelle,Vasquez,5879
george.graham@tak.nz,George,Graham,5880
sharon.hayes@tak.nz,Sharon,Hayes,5881
jacob.ford@tak.nz,Jacob,Ford,5882
helen.wells@tak.nz,Helen,Wells,5883
justin.berg@tak.nz,Justin,Berg,5884
katherine.fraser@tak.nz,Katherine,Fraser,5885
frank.douglas@tak.nz,Frank,Douglas,5886
ruth.harvey@tak.nz,Ruth,Harvey,5887
aaron.hunt@tak.nz,Aaron,Hunt,5888
victoria.franklin@tak.nz,Victoria,Franklin,5889
peter.whitfield@tak.nz,Peter,Whitfield,5890
judith.redmond@tak.nz,Judith,Redmond,5891
keith.brown@tak.nz,Keith,Brown,5892
gloria.hernandez@tak.nz,Gloria,Hernandez,5893
harold.moore@tak.nz,Harold,Moore,5894
judy.harris@tak.nz,Judy,Harris,5895
billy.young@tak.nz,Billy,Young,5896
danielle.hill@tak.nz,Danielle,Hill,5897
albert.rivera@tak.nz,Albert,Rivera,5898
lori.evans@tak.nz,Lori,Evans,5899
roy.reyes@tak.nz,Roy,Reyes,5900
erin.gutierrez@tak.nz,Erin,Gutierrez,5901
curtis.kelly@tak.nz,Curtis,Kelly,5902
bethany.watson@tak.nz,Bethany,Watson,5903
fred.mendoza@tak.nz,Fred,Mendoza,5904
mary.patel@tak.nz,Mary,Patel,5905
william.jenkins@tak.nz,William,Jenkins,5906
jessica.henderson@tak.nz,Jessica,Henderson,5907
daniel.jordan@tak.nz,Daniel,Jordan,5908
sandra.wallace@tak.nz,Sandra,Wallace,5909
andrew.bryant@tak.nz,Andrew,Bryant,5910
amanda.mcdonald@tak.nz,Amanda,McDonald,5911
ronald.webb@tak.nz,Ronald,Webb,5912
cynthia.andersen@tak.nz,Cynthia,Andersen,5913
nicholas.macdonald@tak.nz,Nicholas,MacDonald,5914
brenda.bishop@tak.nz,Brenda,Bishop,5915
brandon.holt@tak.nz,Brandon,Holt,5916
debra.curtis@tak.nz,Debra,Curtis,5917
raymond.manning@tak.nz,Raymond,Manning,5918
heather.kingsley@tak.nz,Heather,Kingsley,5919
adam.ashford@tak.nz,Adam,Ashford,5920
kelly.miller@tak.nz,Kelly,Miller,5921
ethan.wilson@tak.nz,Ethan,Wilson,5922
andrea.lee@tak.nz,Andrea,Lee,5923
terry.ramirez@tak.nz,Terry,Ramirez,5924
sara.wright@tak.nz,Sara,Wright,5925
arthur.adams@tak.nz,Arthur,Adams,5926
madison.carter@tak.nz,Madison,Carter,5927
gabriel.parker@tak.nz,Gabriel,Parker,5928
brittany.morales@tak.nz,Brittany,Morales,5929
elijah.cooper@tak.nz,Elijah,Cooper,5930
tiffany.kim@tak.nz,Tiffany,Kim,5931
bobby.wood@tak.nz,Bobby,Wood,5932
sophia.price@tak.nz,Sophia,Price,5933
jimmy.ross@tak.nz,Jimmy,Ross,5934
leah.sullivan@tak.nz,Leah,Sullivan,5935
chad.fisher@tak.nz,Chad,Fisher,5936
jennifer.hamilton@tak.nz,Jennifer,Hamilton,5937
richard.cole@tak.nz,Richard,Cole,5938
karen.murray@tak.nz,Karen,Murray,5939
anthony.kennedy@tak.nz,Anthony,Kennedy,5940
kimberly.christensen@tak.nz,Kimberly,Christensen,5941
kenneth.erikson@tak.nz,Kenneth,Erikson,5942
deborah.sinclair@tak.nz,Deborah,Sinclair,5943
jason.barker@tak.nz,Jason,Barker,5944
amy.dixon@tak.nz,Amy,Dixon,5945
jonathan.gardner@tak.nz,Jonathan,Gardner,5946
nicole.chapman@tak.nz,Nicole,Chapman,5947
samuel.delaney@tak.nz,Samuel,Delaney,5948
catherine.williams@tak.nz,Catherine,Williams,5949
dennis.martinez@tak.nz,Dennis,Martinez,5950
virginia.taylor@tak.nz,Virginia,Taylor,5951
henry.white@tak.nz,Henry,White,5952
lauren.walker@tak.nz,Lauren,Walker,5953
noah.nguyen@tak.nz,Noah,Nguyen,5954
hannah.hall@tak.nz,Hannah,Hall,5955
sean.phillips@tak.nz,Sean,Phillips,5956
marie.collins@tak.nz,Marie,Collins,5957
jordan.rogers@tak.nz,Jordan,Rogers,5958
denise.reed@tak.nz,Denise,Reed,5959
logan.richardson@tak.nz,Logan,Richardson,5960
abigail.gray@tak.nz,Abigail,Gray,5961
randy.sanders@tak.nz,Randy,Sanders,5962
alice.powell@tak.nz,Alice,Powell,5963
bradley.butler@tak.nz,Bradley,Butler,5964
renee.romero@tak.nz,Renee,Romero,5965
todd.griffin@tak.nz,Todd,Griffin,5966
tara.gibson@tak.nz,Tara,Gibson,5967
john.owens@tak.nz,John,Owens,5968
elizabeth.fernandez@tak.nz,Elizabeth,Fernandez,5969
thomas.hansen@tak.nz,Thomas,Hansen,5970
lisa.stewart@tak.nz,Lisa,Stewart,5971
donald.henderson@tak.nz,Donald,Henderson,5972
donna.newton@tak.nz,Donna,Newton,5973
brian.barrett@tak.nz,Brian,Barrett,5974
rebecca.todd@tak.nz,Rebecca,Todd,5975
ryan.ashworth@tak.nz,Ryan,Ashworth,5976
angela.blackburn@tak.nz,Angela,Blackburn,5977
larry.garcia@tak.nz,Larry,Garcia,5978
samantha.gonzalez@tak.nz,Samantha,Gonzalez,5979
alexander.martin@tak.nz,Alexander,Martin,5980
janet.clark@tak.nz,Janet,Clark,5981
tyler.king@tak.nz,Tyler,King,5982
joyce.green@tak.nz,Joyce,Green,5983
douglas.mitchell@tak.nz,Douglas,Mitchell,5984
evelyn.diaz@tak.nz,Evelyn,Diaz,5985
christian.morris@tak.nz,Christian,Morris,5986
martha.morgan@tak.nz,Martha,Morgan,5987
carl.ramos@tak.nz,Carl,Ramos,5988
grace.chavez@tak.nz,Grace,Chavez,5989
bryan.hughes@tak.nz,Bryan,Hughes,5990
amber.long@tak.nz,Amber,Long,5991
juan.russell@tak.nz,Juan,Russell,5992
jane.gonzales@tak.nz,Jane,Gonzales,5993
mason.alexander@tak.nz,Mason,Alexander,5994
gina.west@tak.nz,Gina,West,5995
eugene.stevens@tak.nz,Eugene,Stevens,5996
charlotte.ruiz@tak.nz,Charlotte,Ruiz,5997
alexis.stevenson@tak.nz,Alexis,Stevenson,5998
priscilla.olsen@tak.nz,Priscilla,Olsen,5999
michael.duncan@tak.nz,Michael,Duncan,6000
susan.fletcher@tak.nz,Susan,Fletcher,6001
christopher.pearce@tak.nz,Christopher,Pearce,6002
betty.osborne@tak.nz,Betty,Osborne,6003
paul.kirk@tak.nz,Paul,Kirk,6004
carol.winslow@tak.nz,Carol,Winslow,6005
timothy.johnson@tak.nz,Timothy,Johnson,6006
laura.rodriguez@tak.nz,Laura,Rodriguez,6007
gary.thomas@tak.nz,Gary,Thomas,6008
anna.thompson@tak.nz,Anna,Thompson,6009
scott.robinson@tak.nz,Scott,Robinson,6010
christine.torres@tak.nz,Christine,Torres,6011
patrick.baker@tak.nz,Patrick,Baker,6012
maria.gomez@tak.nz,Maria,Gomez,6013
jose.edwards@tak.nz,Jose,Edwards,6014
olivia.cook@tak.nz,Olivia,Cook,6015
kyle.bailey@tak.nz,Kyle,Bailey,6016
megan.ward@tak.nz,Megan,Ward,6017
roger.bennett@tak.nz,Roger,Bennett,6018
teresa.castillo@tak.nz,Teresa,Castillo,6019
dylan.jimenez@tak.nz,Dylan,Jimenez,6020
theresa.coleman@tak.nz,Theresa,Coleman,6021
bruce.simmons@tak.nz,Bruce,Simmons,6022
rose.reynolds@tak.nz,Rose,Reynolds,6023
willie.chapman@tak.nz,Willie,Chapman,6024
alexis.marshall@tak.nz,Alexis,Marshall,6025
ralph.warren@tak.nz,Ralph,Warren,6026
isabella.larsen@tak.nz,Isabella,Larsen,6027
louis.cameron@tak.nz,Louis,Cameron,6028
jasmine.grant@tak.nz,Jasmine,Grant,6029
marcus.chambers@tak.nz,Marcus,Chambers,6030
patricia.nolan@tak.nz,Patricia,Nolan,6031
david.lawson@tak.nz,David,Lawson,6032
sarah.blackwood@tak.nz,Sarah,Blackwood,6033
matthew.sutherland@tak.nz,Matthew,Sutherland,6034
ashley.jones@tak.nz,Ashley,Jones,6035
joshua.lopez@tak.nz,Joshua,Lopez,6036
melissa.jackson@tak.nz,Melissa,Jackson,6037
edward.sanchez@tak.nz,Edward,Sanchez,6038
kathleen.allen@tak.nz,Kathleen,Allen,6039
eric.flores@tak.nz,Eric,Flores,6040
pamela.campbell@tak.nz,Pamela,Campbell,6041
benjamin.turner@tak.nz,Benjamin,Turner,6042
rachel.stewart@tak.nz,Rachel,Stewart,6043
jack.ortiz@tak.nz,Jack,Ortiz,6044
diane.howard@tak.nz,Diane,Howard,6045
nathan.brooks@tak.nz,Nathan,Brooks,6046
christina.ruiz@tak.nz,Christina,Ruiz,6047
walter.myers@tak.nz,Walter,Myers,6048
cheryl.perry@tak.nz,Cheryl,Perry,6049
austin.barnes@tak.nz,Austin,Barnes,6050
janice.patterson@tak.nz,Janice,Patterson,6051
lawrence.moreno@tak.nz,Lawrence,Moreno,6052
beverly.ellis@tak.nz,Beverly,Ellis,6053
joe.harrison@tak.nz,Joe,Harrison,6054
diana.simpson@tak.nz,Diana,Simpson,6055
wayne.pedersen@tak.nz,Wayne,Pedersen,6056
kayla.ferguson@tak.nz,Kayla,Ferguson,6057
russell.marsh@tak.nz,Russell,Marsh,6058
ava.boyd@tak.nz,Ava,Boyd,6059
lee.palmer@tak.nz,Lee,Palmer,6060
kylie.burton@tak.nz,Kylie,Burton,6061
james.radley@tak.nz,James,Radley,6062
linda.smith@tak.nz,Linda,Smith,6063
joseph.davis@tak.nz,Joseph,Davis,6064
nancy.anderson@tak.nz,Nancy,Anderson,6065
mark.perez@tak.nz,Mark,Perez,6066
emily.lewis@tak.nz,Emily,Lewis,6067
kevin.scott@tak.nz,Kevin,Scott,6068
stephanie.nelson@tak.nz,Stephanie,Nelson,6069
jeffrey.roberts@tak.nz,Jeffrey,Roberts,6070
shirley.cruz@tak.nz,Shirley,Cruz,6071
stephen.murphy@tak.nz,Stephen,Murphy,6072
emma.peterson@tak.nz,Emma,Peterson,6073
gregory.cox@tak.nz,Gregory,Cox,6074
carolyn.james@tak.nz,Carolyn,James,6075
jerry.alvarez@tak.nz,Jerry,Alvarez,6076
julie.foster@tak.nz,Julie,Foster,6077
zachary.bell@tak.nz,Zachary,Bell,6078
joan.vasquez@tak.nz,Joan,Vasquez,6079
jeremy.graham@tak.nz,Jeremy,Graham,6080
jacqueline.hayes@tak.nz,Jacqueline,Hayes,6081
gerald.ford@tak.nz,Gerald,Ford,6082
julia.wells@tak.nz,Julia,Wells,6083
jesse.berg@tak.nz,Jesse,Berg,6084
marilyn.fraser@tak.nz,Marilyn,Fraser,6085
alan.douglas@tak.nz,Alan,Douglas,6086
natalie.harvey@tak.nz,Natalie,Harvey,6087
vincent.hunt@tak.nz,Vincent,Hunt,6088
doris.franklin@tak.nz,Doris,Franklin,6089
philip.whitfield@tak.nz,Philip,Whitfield,6090
chloe.redmond@tak.nz,Chloe,Redmond,6091
craig.brown@tak.nz,Craig,Brown,6092
ellie.hernandez@tak.nz,Ellie,Hernandez,6093
robert.moore@tak.nz,Robert,Moore,6094
barbara.harris@tak.nz,Barbara,Harris,6095
charles.young@tak.nz,Charles,Young,6096
margaret.hill@tak.nz,Margaret,Hill,6097
steven.rivera@tak.nz,Steven,Rivera,6098
michelle.evans@tak.nz,Michelle,Evans,6099
george.reyes@tak.nz,George,Reyes,6100
sharon.gutierrez@tak.nz,Sharon,Gutierrez,6101
jacob.kelly@tak.nz,Jacob,Kelly,6102
helen.watson@tak.nz,Helen,Watson,6103
justin.mendoza@tak.nz,Justin,Mendoza,6104
katherine.patel@tak.nz,Katherine,Patel,6105
frank.jenkins@tak.nz,Frank,Jenkins,6106
ruth.henderson@tak.nz,Ruth,Henderson,6107
aaron.jordan@tak.nz,Aaron,Jordan,6108
victoria.wallace@tak.nz,Victoria,Wallace,6109
peter.bryant@tak.nz,Peter,Bryant,6110
judith.mcdonald@tak.nz,Judith,McDonald,6111
keith.webb@tak.nz,Keith,Webb,6112
gloria.andersen@tak.nz,Gloria,Andersen,6113
harold.macdonald@tak.nz,Harold,MacDonald,6114
judy.bishop@tak.nz,Judy,Bishop,6115
billy.holt@tak.nz,Billy,Holt,6116
danielle.curtis@tak.nz,Danielle,Curtis,6117
albert.manning@tak.nz,Albert,Manning,6118
lori.kingsley@tak.nz,Lori,Kingsley,6119
roy.ashford@tak.nz,Roy,Ashford,6120
erin.miller@tak.nz,Erin,Miller,6121
curtis.wilson@tak.nz,Curtis,Wilson,6122
bethany.lee@tak.nz,Bethany,Lee,6123
fred.ramirez@tak.nz,Fred,Ramirez,6124
mary.wright@tak.nz,Mary,Wright,6125
william.adams@tak.nz,William,Adams,6126
jessica.carter@tak.nz,Jessica,Carter,6127
daniel.parker@tak.nz,Daniel,Parker,6128
sandra.morales@tak.nz,Sandra,Morales,6129
andrew.cooper@tak.nz,Andrew,Cooper,6130
amanda.kim@tak.nz,Amanda,Kim,6131
ronald.wood@tak.nz,Ronald,Wood,6132
cynthia.price@tak.nz,Cynthia,Price,6133
nicholas.ross@tak.nz,Nicholas,Ross,6134
brenda.sullivan@tak.nz,Brenda,Sullivan,6135
brandon.fisher@tak.nz,Brandon,Fisher,6136
debra.hamilton@tak.nz,Debra,Hamilton,6137
raymond.cole@tak.nz,Raymond,Cole,6138
heather.murray@tak.nz,Heather,Murray,6139
adam.kennedy@tak.nz,Adam,Kennedy,6140
kelly.christensen@tak.nz,Kelly,Christensen,6141
ethan.erikson@tak.nz,Ethan,Erikson,6142
andrea.sinclair@tak.nz,Andrea,Sinclair,6143
terry.barker@tak.nz,Terry,Barker,6144
sara.dixon@tak.nz,Sara,Dixon,6145
arthur.gardner@tak.nz,Arthur,Gardner,6146
madison.chapman@tak.nz,Madison,Chapman,6147
gabriel.delaney@tak.nz,Gabriel,Delaney,6148
brittany.williams@tak.nz,Brittany,Williams,6149
elijah.martinez@tak.nz,Elijah,Martinez,6150
tiffany.taylor@tak.nz,Tiffany,Taylor,6151
bobby.white@tak.nz,Bobby,White,6152
sophia.walker@tak.nz,Sophia,Walker,6153
jimmy.nguyen@tak.nz,Jimmy,Nguyen,6154
leah.hall@tak.nz,Leah,Hall,6155
chad.phillips@tak.nz,Chad,Phillips,6156
jennifer.collins@tak.nz,Jennifer,Collins,6157
richard.rogers@tak.nz,Richard,Rogers,6158
karen.reed@tak.nz,Karen,Reed,6159
anthony.richardson@tak.nz,Anthony,Richardson,6160
kimberly.gray@tak.nz,Kimberly,Gray,6161
kenneth.sanders@tak.nz,Kenneth,Sanders,6162
deborah.powell@tak.nz,Deborah,Powell,6163
jason.butler@tak.nz,Jason,Butler,6164
amy.romero@tak.nz,Amy,Romero,6165
jonathan.griffin@tak.nz,Jonathan,Griffin,6166
nicole.gibson@tak.nz,Nicole,Gibson,6167
samuel.owens@tak.nz,Samuel,Owens,6168
catherine.fernandez@tak.nz,Catherine,Fernandez,6169
dennis.hansen@tak.nz,Dennis,Hansen,6170
virginia.stewart@tak.nz,Virginia,Stewart,6171
henry.henderson@tak.nz,Henry,Henderson,6172
lauren.newton@tak.nz,Lauren,Newton,6173
noah.barrett@tak.nz,Noah,Barrett,6174
hannah.todd@tak.nz,Hannah,Todd,6175
sean.ashworth@tak.nz,Sean,Ashworth,6176
marie.blackburn@tak.nz,Marie,Blackburn,6177
jordan.garcia@tak.nz,Jordan,Garcia,6178
denise.gonzalez@tak.nz,Denise,Gonzalez,6179
logan.martin@tak.nz,Logan,Martin,6180
abigail.clark@tak.nz,Abigail,Clark,6181
randy.king@tak.nz,Randy,King,6182
alice.green@tak.nz,Alice,Green,6183
bradley.mitchell@tak.nz,Bradley,Mitchell,6184
renee.diaz@tak.nz,Renee,Diaz,6185
todd.morris@tak.nz,Todd,Morris,6186
tara.morgan@tak.nz,Tara,Morgan,6187
john.ramos@tak.nz,John,Ramos,6188
elizabeth.chavez@tak.nz,Elizabeth,Chavez,6189
thomas.hughes@tak.nz,Thomas,Hughes,6190
lisa.long@tak.nz,Lisa,Long,6191
donald.russell@tak.nz,Donald,Russell,6192
donna.gonzales@tak.nz,Donna,Gonzales,6193
brian.alexander@tak.nz,Brian,Alexander,6194
rebecca.west@tak.nz,Rebecca,West,6195
ryan.stevens@tak.nz,Ryan,Stevens,6196
angela.ruiz@tak.nz,Angela,Ruiz,6197
larry.stevenson@tak.nz,Larry,Stevenson,6198
samantha.olsen@tak.nz,Samantha,Olsen,6199
alexander.duncan@tak.nz,Alexander,Duncan,6200
janet.fletcher@tak.nz,Janet,Fletcher,6201
tyler.pearce@tak.nz,Tyler,Pearce,6202
joyce.osborne@tak.nz,Joyce,Osborne,6203
douglas.kirk@tak.nz,Douglas,Kirk,6204
evelyn.winslow@tak.nz,Evelyn,Winslow,6205
christian.johnson@tak.nz,Christian,Johnson,6206
martha.rodriguez@tak.nz,Martha,Rodriguez,6207
carl.thomas@tak.nz,Carl,Thomas,6208
grace.thompson@tak.nz,Grace,Thompson,6209
bryan.robinson@tak.nz,Bryan,Robinson,6210
amber.torres@tak.nz,Amber,Torres,6211
juan.baker@tak.nz,Juan,Baker,6212
jane.gomez@tak.nz,Jane,Gomez,6213
mason.edwards@tak.nz,Mason,Edwards,6214
gina.cook@tak.nz,Gina,Cook,6215
eugene.bailey@tak.nz,Eugene,Bailey,6216
charlotte.ward@tak.nz,Charlotte,Ward,6217
alexis.bennett@tak.nz,Alexis,Bennett,6218
priscilla.castillo@tak.nz,Priscilla,Castillo,6219
michael.jimenez@tak.nz,Michael,Jimenez,6220
susan.coleman@tak.nz,Susan,Coleman,6221
christopher.simmons@tak.nz,Christopher,Simmons,6222
betty.reynolds@tak.nz,Betty,Reynolds,6223
paul.chapman@tak.nz,Paul,Chapman,6224
carol.marshall@tak.nz,Carol,Marshall,6225
timothy.warren@tak.nz,Timothy,Warren,6226
laura.larsen@tak.nz,Laura,Larsen,6227
gary.cameron@tak.nz,Gary,Cameron,6228
anna.grant@tak.nz,Anna,Grant,6229
scott.chambers@tak.nz,Scott,Chambers,6230
christine.nolan@tak.nz,Christine,Nolan,6231
patrick.lawson@tak.nz,Patrick,Lawson,6232
maria.blackwood@tak.nz,Maria,Blackwood,6233
jose.sutherland@tak.nz,Jose,Sutherland,6234
olivia.jones@tak.nz,Olivia,Jones,6235
kyle.lopez@tak.nz,Kyle,Lopez,6236
megan.jackson@tak.nz,Megan,Jackson,6237
roger.sanchez@tak.nz,Roger,Sanchez,6238
teresa.allen@tak.nz,Teresa,Allen,6239
dylan.flores@tak.nz,Dylan,Flores,6240
theresa.campbell@tak.nz,Theresa,Campbell,6241
bruce.turner@tak.nz,Bruce,Turner,6242
rose.stewart@tak.nz,Rose,Stewart,6243
willie.ortiz@tak.nz,Willie,Ortiz,6244
alexis.howard@tak.nz,Alexis,Howard,6245
ralph.brooks@tak.nz,Ralph,Brooks,6246
isabella.ruiz@tak.nz,Isabella,Ruiz,6247
louis.myers@tak.nz,Louis,Myers,6248
jasmine.perry@tak.nz,Jasmine,Perry,6249
marcus.barnes@tak.nz,Marcus,Barnes,6250
patricia.patterson@tak.nz,Patricia,Patterson,6251
david.moreno@tak.nz,David,Moreno,6252
sarah.ellis@tak.nz,Sarah,Ellis,6253
matthew.harrison@tak.nz,Matthew,Harrison,6254
ashley.simpson@tak.nz,Ashley,Simpson,6255
joshua.pedersen@tak.nz,Joshua,Pedersen,6256
melissa.ferguson@tak.nz,Melissa,Ferguson,6257
edward.marsh@tak.nz,Edward,Marsh,6258
kathleen.boyd@tak.nz,Kathleen,Boyd,6259
eric.palmer@tak.nz,Eric,Palmer,6260
pamela.burton@tak.nz,Pamela,Burton,6261
benjamin.radley@tak.nz,Benjamin,Radley,6262
rachel.smith@tak.nz,Rachel,Smith,6263
jack.davis@tak.nz,Jack,Davis,6264
diane.anderson@tak.nz,Diane,Anderson,6265
nathan.perez@tak.nz,Nathan,Perez,6266
christina.lewis@tak.nz,Christina,Lewis,6267
walter.scott@tak.nz,Walter,Scott,6268
cheryl.nelson@tak.nz,Cheryl,Nelson,6269
austin.roberts@tak.nz,Austin,Roberts,6270
janice.cruz@tak.nz,Janice,Cruz,6271
lawrence.murphy@tak.nz,Lawrence,Murphy,6272
beverly.peterson@tak.nz,Beverly,Peterson,6273
joe.cox@tak.nz,Joe,Cox,6274
diana.james@tak.nz,Diana,James,6275
wayne.alvarez@tak.nz,Wayne,Alvarez,6276
kayla.foster@tak.nz,Kayla,Foster,6277
russell.bell@tak.nz,Russell,Bell,6278
ava.vasquez@tak.nz,Ava,Vasquez,6279
lee.graham@tak.nz,Lee,Graham,6280
kylie.hayes@tak.nz,Kylie,Hayes,6281
james.ford@tak.nz,James,Ford,6282
linda.wells@tak.nz,Linda,Wells,6283
joseph.berg@tak.nz,Joseph,Berg,6284
nancy.fraser@tak.nz,Nancy,Fraser,6285
mark.douglas@tak.nz,Mark,Douglas,6286
emily.harvey@tak.nz,Emily,Harvey,6287
kevin.hunt@tak.nz,Kevin,Hunt,6288
stephanie.franklin@tak.nz,Stephanie,Franklin,6289
jeffrey.whitfield@tak.nz,Jeffrey,Whitfield,6290
shirley.redmond@tak.nz,Shirley,Redmond,6291
stephen.brown@tak.nz,Stephen,Brown,6292
emma.hernandez@tak.nz,Emma,Hernandez,6293
gregory.moore@tak.nz,Gregory,Moore,6294
carolyn.harris@tak.nz,Carolyn,Harris,6295
jerry.young@tak.nz,Jerry,Young,6296
julie.hill@tak.nz,Julie,Hill,6297
zachary.rivera@tak.nz,Zachary,Rivera,6298
joan.evans@tak.nz,Joan,Evans,6299
jeremy.reyes@tak.nz,Jeremy,Reyes,6300
jacqueline.gutierrez@tak.nz,Jacqueline,Gutierrez,6301
gerald.kelly@tak.nz,Gerald,Kelly,6302
julia.watson@tak.nz,Julia,Watson,6303
jesse.mendoza@tak.nz,Jesse,Mendoza,6304
marilyn.patel@tak.nz,Marilyn,Patel,6305
alan.jenkins@tak.nz,Alan,Jenkins,6306
natalie.henderson@tak.nz,Natalie,Henderson,6307
vincent.jordan@tak.nz,Vincent,Jordan,6308
doris.wallace@tak.nz,Doris,Wallace,6309
philip.bryant@tak.nz,Philip,Bryant,6310
chloe.mcdonald@tak.nz,Chloe,McDonald,6311
craig.webb@tak.nz,Craig,Webb,6312
ellie.andersen@tak.nz,Ellie,Andersen,6313
robert.macdonald@tak.nz,Robert,MacDonald,6314
barbara.bishop@tak.nz,Barbara,Bishop,6315
charles.holt@tak.nz,Charles,Holt,6316
margaret.curtis@tak.nz,Margaret,Curtis,6317
steven.manning@tak.nz,Steven,Manning,6318
michelle.kingsley@tak.nz,Michelle,Kingsley,6319
george.ashford@tak.nz,George,Ashford,6320
